"STATION","NAME","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT11"
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-09",,,,,"0.00","0.0","0.0",,"40","22","22",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-10",,,,,"0.00","0.0","0.0",,"34","22","31",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-11",,,,,"0.00","0.0","0.0",,"57","31","55",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-12",,,,,"0.12","0.0","0.0",,"68","53","65",,,,,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-13",,,,,"0.01","0.0","0.0",,"67","39","39",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-14",,,,,"0.00","0.0","0.0",,"46","33","36",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-15",,,,,"0.06","0.0","0.0",,"46","36","42",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-16",,,,,"0.11","0.0","0.0",,"52","36","46",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-17",,,,,"0.00","0.0","0.0",,"51","24","24",,,,,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-18",,,,,"0.00","0.0","0.0",,"32","19","20",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-19",,,,,"0.27","0.7","0.0",,"39","20","33",,,"0.0",,,,,,,,,"    1",,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-20",,,,,"0.00","0.0","0.0",,"43","21","21",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-21",,,,,"0.00","0.0","0.0",,"32","16","16",,,,,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-22",,,,,"0.00","0.0","0.0",,"34","15","16",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-23",,,,,"0.00","0.0","0.0",,"39","15","18",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-24",,,,,"0.00","0.0","0.0",,"46","18","25",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-25",,,,,"0.02","0.0","0.0",,"56","25","45",,,,,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-26",,,,,"1.40","0.0","0.0",,"56","30","32",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-27",,,,,"0.00","0.0","0.0",,"46","30","38",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-28",,,,,"0.00","0.0","0.0",,"46","35","35",,,,,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-29",,,,,"0.00","0.0","0.0",,"43","35","36",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-30",,,,,"0.00","0.0","0.0",,"42","24","24",,,,,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-01-31",,,,,"0.00","0.0","0.0",,"37","24","33",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-01",,,,,"0.04","0.0","0.0",,"46","33","35",,,"0.0",,,,"    1",,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-02",,,,,"0.05","0.0","0.0",,"42","34","35",,,"0.0",,,,"    1",,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-03",,,,,"0.02","0.0","0.0",,"43","31","35",,,"0.0",,,,"    1",,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-04",,,,,"0.00","0.0","0.0",,"59","35","44",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-05",,,,,"0.06","0.0","0.0",,"62","39","40",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-06",,,,,"0.33","0.0","0.0",,"43","35","40",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-07",,,,,"0.33","0.0","0.0",,"48","39","47",,,"0.0",,,,"    1",,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-08",,,,,"0.23","0.0","0.0",,"60","30","30",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-09",,,,,"0.00","0.0","0.0",,"43","24","26",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-10",,,,,"0.02","0.0","0.0",,"49","26","43",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-11",,,,,"0.51","0.0","0.0",,"47","42","45",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-12",,,,,"0.14","0.0","0.0",,"50","37","37",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-13",,,,,"0.15","0.0","0.0",,"48","36","37",,,"0.0",,,,"    1",,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-14",,,,,"0.22","0.0","0.0",,"46","34","35",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-15",,,,,"0.00","0.0","0.0",,"36","11","11",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-16",,,,,"0.00","0.0","0.0",,"34","11","26",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-17",,,,,"0.00","0.0","0.0",,"49","26","30",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-18",,,,,"0.00","0.0","0.0",,"52","29","37",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-19",,,,,"0.00","0.0","0.0",,"63","37","43",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-20",,,,,"0.00","0.0","0.0",,"50","25","28",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-21",,,,,"0.00","0.0","0.0",,"37","19","19",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-22",,,,,"0.00","0.0","0.0",,"36","19","19",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-23",,,,,"0.00","0.0","0.0",,"51","19","23",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-24",,,,,"0.00","0.0","0.0",,"57","23","26",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-25",,,,,"0.00","0.0","0.0",,"62","26","45",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-26",,,,,"0.22","0.0","0.0",,"49","44","45",,,"0.0",,,,"    1",,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-27",,,,,"0.20","0.0","0.0",,"52","40","40",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-28",,,,,"0.00","0.0","0.0",,"43","28","29",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-02-29",,,,,"0.00","0.0","0.0",,"43","27","28",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-01",,,,,"0.00","0.0","0.0",,"36","25","25",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-02",,,,,"0.00","0.0","0.0",,"45","25","30",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-03",,,,,"0.02","0.0","0.0",,"66","30","40",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-04",,,,,"0.30","0.0","0.0",,"59","40","45",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-05",,,,,"0.00","0.0","0.0",,"58","36","37",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-06",,,,,"0.00","0.0","0.0",,"53","29","36",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-07",,,,,"0.35","0.0","0.0",,"44","35","35",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-08",,,,,"0.00","0.0","0.0",,"48","23","25",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-09",,,,,"0.00","0.0","0.0",,"59","25","33",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-10",,,,,"0.00","0.0","0.0",,"72","33","53",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-11",,,,,"0.02","0.0","0.0",,"68","43","44",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-12",,,,,"0.00","0.0","0.0",,"60","33","39",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-13",,,,,"0.30","0.0","0.0",,"57","39","54",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-14",,,,,"0.00","0.0","0.0",,"72","41","43",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-15",,,,,"0.02","0.0","0.0",,"57","39","41",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-16",,,,,"0.00","0.0","0.0",,"55","30","34",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-17",,,,,"0.06","0.0","0.0",,"49","34","41",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-18",,,,,"0.01","0.0","0.0",,"57","35","36",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-19",,,,,"1.13","0.0","0.0",,"59","36","45",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-20",,,,,"0.01","0.0","0.0",,"54","45","49",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-21",,,,,"0.00","0.0","0.0",,"81","45","45",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-22",,,,,"0.00","0.0","0.0",,"54","34","35",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-23",,,,,"0.04","0.0","0.0",,"44","35","38",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-24",,,,,"0.71","0.0","0.0",,"45","38","41",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-25",,,,,"0.01","0.0","0.0",,"56","40","42",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-26",,,,,"0.00","0.0","0.0",,"47","32","35",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-27",,,,,"0.01","0.0","0.0",,"59","35","49",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-28",,,,,"0.01","0.0","0.0",,"69","46","49",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-29",,,,,"0.82","0.0","0.0",,"49","46","47",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-30",,,,,"0.00","0.0","0.0",,"52","46","47",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-03-31",,,,,"0.13","0.0","0.0",,"54","42","42",,,"0.0",,,,"    1",,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-01",,,,,"0.00","0.0","0.0",,"46","39","40",,,,,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-02",,,,,"0.00","0.0","0.0",,"55","38","42",,,,,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-03",,,,,"0.00","0.0","0.0",,"57","42","48",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-04",,,,,"0.00","0.0","0.0",,"56","46","48",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-05",,,,,"0.00","0.0","0.0",,"58","39","46",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-06",,,,,"0.02","0.0","0.0",,"67","46","51",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-07",,,,,"0.00","0.0","0.0",,"66","39","46",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-08",,,,,"0.43","0.0","0.0",,"68","46","56",,,"0.0",,,,,,"    1",,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-09",,,,,"0.03","0.0","0.0",,"73","43","48",,,,,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-10",,,,,"0.07","0.0","0.0",,"67","39","42",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-11",,,,,"0.00","0.0","0.0",,"50","37","41",,,,,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-12",,,,,"0.00","0.0","0.0",,"55","32","41",,,,,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-13",,,,,"1.02","0.0","0.0",,"70","41","59",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-14",,,,,"0.77","0.0","0.0",,"71","44","48",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-15",,,,,"0.14","0.0","0.0",,"57","38","41",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-16",,,,,"0.00","0.0","0.0",,"52","38","43",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-17",,,,,"0.00","0.0","0.0",,"50","27","36",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-18",,,,,"0.07","0.0","0.0",,"53","36","44",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-19",,,,,"0.01","0.0","0.0",,"48","28","38",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-20",,,,,"0.00","0.0","0.0",,"62","38","52",,,,,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-21",,,,,"0.00","0.0","0.0",,"58","41","49",,,,,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-22",,,,,"0.14","0.0","0.0",,"65","35","38",,,,,,,,,"    1",,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-23",,,,,"0.00","0.0","0.0",,"53","33","40",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-24",,,,,"0.92","0.0","0.0",,"59","40","45",,,,,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-25",,,,,"0.40","0.0","0.0",,"50","39","46",,,,,,,"    1",,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-26",,,,,"0.03","0.0","0.0",,"67","46","48",,,,,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-27",,,,,"0.07","0.0","0.0",,"50","40","41",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-28",,,,,"0.00","0.0","0.0",,"53","35","44",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-29",,,,,"0.00","0.0","0.0",,"66","43","53",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-04-30",,,,,"0.00","0.0","0.0",,"64","53","60",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-01",,,,,"0.67","0.0","0.0",,"67","56","57",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-02",,,,,"0.02","0.0","0.0",,"69","49","55",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-03",,,,,"0.11","0.0","0.0",,"72","54","54",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-04",,,,,"0.37","0.0","0.0",,"79","54","63",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-05",,,,,"0.00","0.0","0.0",,"73","46","48",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-06",,,,,"0.00","0.0","0.0",,"59","48","51",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-07",,,,,"0.06","0.0","0.0",,"54","42","49",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-08",,,,,"0.00","0.0","0.0",,"66","47","50",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-09",,,,,"0.24","0.0","0.0",,"53","33","36",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-10",,,,,"0.00","0.0","0.0",,"48","36","45",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-11",,,,,"0.01","0.0","0.0",,"64","41","49",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-12",,,,,"0.03","0.0","0.0",,"62","43","47",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-13",,,,,"0.00","0.0","0.0",,"60","35","46",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-14",,,,,"0.00","0.0","0.0",,"65","37","47",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-15",,,,,"0.00","0.0","0.0",,"76","47","66",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-16",,,,,"0.00","0.0","0.0",,"85","66","68",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-17",,,,,"0.00","0.0","0.0",,"77","52","56",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-18",,,,,"0.00","0.0","0.0",,"69","52","55",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-19",,,,,"0.00","0.0","0.0",,"67","50","57",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-20",,,,,"0.00","0.0","0.0",,"67","48","52",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-21",,,,,"0.00","0.0","0.0",,"61","40","50",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-22",,,,,"0.00","0.0","0.0",,"74","50","57",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-23",,,,,"0.40","0.0","0.0",,"74","57","63",,,"0.0",,,,,,"    1",,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-24",,,,,"0.44","0.0","0.0",,"75","51","53",,,"0.0",,,,,,"    1",,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-25",,,,,"0.00","0.0","0.0",,"66","53","56",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-26",,,,,"0.00","0.0","0.0",,"74","56","58",,,"0.0",,,,"    1",,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-27",,,,,"0.00","0.0","0.0",,"82","58","59",,,"0.0",,,,"    1",,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-28",,,,,"0.00","0.0","0.0",,"83","59","71",,,"0.0",,,,"    1",,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-29",,,,,"0.01","0.0","0.0",,"79","69","73",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-30",,,,,"0.00","0.0","0.0",,"86","68","71",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-05-31",,,,,"0.00","0.0","0.0",,"82","57","59",,,"0.0",,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-06-01",,,,,"0.00","0.0","0.0",,"71","44","57",,,,,,,,,,,,,,
"USC00286964","PHILADELPHIA MT. HOLLY WEATHER FORECAST OFFICE, NJ US","2020-06-02",,,,,"0.00","0.0","0.0",,"73","52","58",,,,,,,,,,,,,,
